id,mesa,numero,cor,paridade,horario_brasilia,iniciado_utc,finalizado_utc,numeros_sorte
pp-18137832011,Auto Roulette (Pragmatic),30,Vermelho,Par,2026-09-26 00:02:02,,2026-09-26T03:02:02.000Z,
tm-01a0dba9-aaa4-73b3-a36d-e8d83f737bfb,Roleta Ao Vivo,36,Vermelho,Par,2026-09-26 00:02:04,,2026-09-26T03:02:04.686Z,
pp-18137831911,Auto Mega Roulette (Pragmatic),35,Preto,Impar,2026-09-26 00:02:07,,2026-09-26T03:02:07.000Z,22x350 35x50
pp-18137832811,Speed Auto Roulette (Pragmatic),15,Preto,Impar,2026-09-26 00:02:15,,2026-09-26T03:02:15.000Z,
6ab735bb8a93c122e0452212,Auto Roulette (Evolution),0,Verde,,2026-09-26 00:02:19,2026-09-26T03:01:40.685Z,2026-09-26T03:02:19.103Z,
pp-18137833711,Auto Roulette (Pragmatic),23,Vermelho,Impar,2026-09-26 00:02:40,,2026-09-26T03:02:40.000Z,
tm-01a0dbaa-4a3b-747a-80d4-7fc76a643f00,Immersive Roulette,2,Preto,Par,2026-09-26 00:02:45,,2026-09-26T03:02:45.563Z,
pp-18137833811,Auto Mega Roulette (Pragmatic),4,Preto,Par,2026-09-26 00:02:46,,2026-09-26T03:02:46.000Z,15x100 30x350 34x50
pp-18137834311,Speed Auto Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:02:48,,2026-09-26T03:02:48.000Z,
tm-01a0dbaa-59fa-75ec-a47c-5be67ae2f36f,Roleta Ao Vivo,16,Vermelho,Par,2026-09-26 00:02:49,,2026-09-26T03:02:49.565Z,
6ab735e68a93c122e045221c,Auto Roulette (Evolution),10,Preto,Par,2026-09-26 00:03:02,2026-09-26T03:02:22.176Z,2026-09-26T03:03:02.083Z,
tm-01a0dbaa-9206-7494-b8b0-92ae6146ef18,Auto-Roulette VIP,32,Vermelho,Par,2026-09-26 00:03:03,,2026-09-26T03:03:03.941Z,
pp-18137835411,Auto Roulette (Pragmatic),4,Preto,Par,2026-09-26 00:03:19,,2026-09-26T03:03:19.000Z,
pp-18137835811,Speed Auto Roulette (Pragmatic),20,Preto,Par,2026-09-26 00:03:22,,2026-09-26T03:03:22.000Z,
pp-18137835711,Auto Mega Roulette (Pragmatic),0,Verde,,2026-09-26 00:03:25,,2026-09-26T03:03:25.000Z,0x200 13x50 15x50 26x50
tm-01a0dbab-023a-779b-a763-b2e8221b991d,Roleta Ao Vivo,23,Vermelho,Impar,2026-09-26 00:03:32,,2026-09-26T03:03:32.666Z,
tm-01a0dbab-0a4b-752b-8d75-fccf43ff41df,Immersive Roulette,8,Preto,Par,2026-09-26 00:03:34,,2026-09-26T03:03:34.668Z,
6ab736118a93c122e0452226,Auto Roulette (Evolution),2,Preto,Par,2026-09-26 00:03:44,2026-09-26T03:03:05.173Z,2026-09-26T03:03:44.591Z,
pp-18137837311,Speed Auto Roulette (Pragmatic),23,Vermelho,Impar,2026-09-26 00:03:55,,2026-09-26T03:03:55.000Z,
pp-18137837211,Auto Roulette (Pragmatic),0,Verde,,2026-09-26 00:03:56,,2026-09-26T03:03:56.000Z,
tm-01a0dbab-7cf1-71c5-9ecb-404a1e8bc7fa,Auto-Roulette VIP,10,Preto,Par,2026-09-26 00:04:04,,2026-09-26T03:04:04.081Z,
pp-18137837611,Auto Mega Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:04:08,,2026-09-26T03:04:08.000Z,15x100 18x200 30x400
tm-01a0dbab-ba86-73af-b143-b4f338257dcf,Roleta Ao Vivo,2,Preto,Par,2026-09-26 00:04:19,,2026-09-26T03:04:19.845Z,
tm-01a0dbab-d1f7-705a-98cf-a804770a4560,Immersive Roulette,32,Vermelho,Par,2026-09-26 00:04:25,,2026-09-26T03:04:25.847Z,
6ab7363a8a93c122e045222f,Auto Roulette (Evolution),25,Vermelho,Impar,2026-09-26 00:04:26,2026-09-26T03:03:47.697Z,2026-09-26T03:04:26.092Z,
pp-18137838911,Speed Auto Roulette (Pragmatic),33,Preto,Impar,2026-09-26 00:04:30,,2026-09-26T03:04:30.000Z,
pp-18137839011,Auto Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:04:34,,2026-09-26T03:04:34.000Z,
pp-18137839611,Auto Mega Roulette (Pragmatic),15,Preto,Impar,2026-09-26 00:04:50,,2026-09-26T03:04:50.000Z,15x100 27x100
tm-01a0dbac-54d8-756c-a9b5-9a977b77d1a9,Roleta Ao Vivo,9,Vermelho,Impar,2026-09-26 00:04:59,,2026-09-26T03:04:59.352Z,
tm-01a0dbac-6479-73ee-a969-42a9872d2c72,Auto-Roulette VIP,33,Preto,Impar,2026-09-26 00:05:03,,2026-09-26T03:05:03.353Z,
pp-18137840211,Speed Auto Roulette (Pragmatic),12,Vermelho,Par,2026-09-26 00:05:05,,2026-09-26T03:05:05.000Z,
pp-18137840611,Auto Roulette (Pragmatic),31,Preto,Impar,2026-09-26 00:05:10,,2026-09-26T03:05:10.000Z,
6ab736668a93c122e0452237,Auto Roulette (Evolution),35,Preto,Impar,2026-09-26 00:05:10,2026-09-26T03:04:29.201Z,2026-09-26T03:05:10.099Z,
tm-01a0dbac-9b2a-7754-a0a4-aef54e48125b,Immersive Roulette,27,Vermelho,Impar,2026-09-26 00:05:17,,2026-09-26T03:05:17.353Z,
pp-18137841411,Auto Mega Roulette (Pragmatic),1,Vermelho,Impar,2026-09-26 00:05:32,,2026-09-26T03:05:32.000Z,2x100 28x100 29x500
pp-18137841811,Speed Auto Roulette (Pragmatic),30,Vermelho,Par,2026-09-26 00:05:38,,2026-09-26T03:05:38.000Z,
tm-01a0dbad-0d28-7649-8a40-4bb1fa86e851,Roleta Ao Vivo,11,Preto,Impar,2026-09-26 00:05:46,,2026-09-26T03:05:46.535Z,
pp-18137842011,Auto Roulette (Pragmatic),19,Vermelho,Impar,2026-09-26 00:05:47,,2026-09-26T03:05:47.000Z,
6ab7368c8a93c122e0452240,Auto Roulette (Evolution),17,Preto,Impar,2026-09-26 00:05:48,2026-09-26T03:05:13.178Z,2026-09-26T03:05:48.599Z,
tm-01a0dbad-4be9-75ef-bc62-3131e4d0a80b,Auto-Roulette VIP,6,Preto,Par,2026-09-26 00:06:02,,2026-09-26T03:06:02.600Z,
tm-01a0dbad-5a19-70cd-aa1c-8b45ba9919af,Immersive Roulette,24,Preto,Par,2026-09-26 00:06:06,,2026-09-26T03:06:06.232Z,
pp-18137843311,Auto Mega Roulette (Pragmatic),25,Vermelho,Impar,2026-09-26 00:06:12,,2026-09-26T03:06:12.000Z,15x100 21x100
pp-18137843511,Speed Auto Roulette (Pragmatic),17,Preto,Impar,2026-09-26 00:06:12,,2026-09-26T03:06:12.000Z,
pp-18137843711,Auto Roulette (Pragmatic),36,Vermelho,Par,2026-09-26 00:06:25,,2026-09-26T03:06:25.000Z,
tm-01a0dbad-b54b-719f-8cde-998a32c73e47,Roleta Ao Vivo,23,Vermelho,Impar,2026-09-26 00:06:29,,2026-09-26T03:06:29.579Z,
6ab736b68a93c122e045224a,Auto Roulette (Evolution),26,Preto,Par,2026-09-26 00:06:29,2026-09-26T03:05:51.691Z,2026-09-26T03:06:29.587Z,
pp-18137845011,Speed Auto Roulette (Pragmatic),22,Preto,Par,2026-09-26 00:06:47,,2026-09-26T03:06:47.000Z,
pp-18137845111,Auto Mega Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:06:53,,2026-09-26T03:06:53.000Z,6x150 26x100 31x100
tm-01a0dbae-1d40-74b8-afcf-1b0a251a9e74,Immersive Roulette,6,Preto,Par,2026-09-26 00:06:56,,2026-09-26T03:06:56.191Z,
tm-01a0dbae-2ce1-715c-a098-6ce83131fe9d,Auto-Roulette VIP,27,Vermelho,Impar,2026-09-26 00:07:00,,2026-09-26T03:07:00.192Z,
pp-18137845311,Auto Roulette (Pragmatic),3,Vermelho,Impar,2026-09-26 00:07:02,,2026-09-26T03:07:02.000Z,
6ab736dd8a93c122e0452253,Auto Roulette (Evolution),13,Preto,Impar,2026-09-26 00:07:09,2026-09-26T03:06:32.690Z,2026-09-26T03:07:09.606Z,
tm-01a0dbae-5b68-729d-a145-39c094fdd280,Roleta Ao Vivo,15,Preto,Impar,2026-09-26 00:07:12,,2026-09-26T03:07:12.103Z,
pp-18137846511,Speed Auto Roulette (Pragmatic),12,Vermelho,Par,2026-09-26 00:07:20,,2026-09-26T03:07:20.000Z,
pp-18137846911,Auto Mega Roulette (Pragmatic),28,Preto,Par,2026-09-26 00:07:37,,2026-09-26T03:07:37.000Z,8x100 10x50 29x50
pp-18137847111,Auto Roulette (Pragmatic),27,Vermelho,Impar,2026-09-26 00:07:38,,2026-09-26T03:07:38.000Z,
tm-01a0dbae-dac2-7731-b6c5-a26dc0f15459,Immersive Roulette,16,Vermelho,Par,2026-09-26 00:07:44,,2026-09-26T03:07:44.686Z,
6ab737058a93c122e045225f,Auto Roulette (Evolution),30,Vermelho,Par,2026-09-26 00:07:48,2026-09-26T03:07:12.716Z,2026-09-26T03:07:48.592Z,
pp-18137847911,Speed Auto Roulette (Pragmatic),21,Vermelho,Impar,2026-09-26 00:07:55,,2026-09-26T03:07:55.000Z,
tm-01a0dbaf-1175-7316-a954-f2b77bfe6b30,Auto-Roulette VIP,26,Preto,Par,2026-09-26 00:07:58,,2026-09-26T03:07:58.692Z,
tm-01a0dbaf-11cc-7288-8ce3-a22098cdd9e8,Roleta Ao Vivo,7,Vermelho,Impar,2026-09-26 00:07:58,,2026-09-26T03:07:58.795Z,
pp-18137848811,Auto Roulette (Pragmatic),13,Preto,Impar,2026-09-26 00:08:17,,2026-09-26T03:08:17.000Z,
pp-18137848611,Auto Mega Roulette (Pragmatic),34,Vermelho,Par,2026-09-26 00:08:19,,2026-09-26T03:08:19.000Z,11x50 13x200 31x100
pp-18137849511,Speed Auto Roulette (Pragmatic),0,Verde,,2026-09-26 00:08:32,,2026-09-26T03:08:32.000Z,
6ab737318a93c122e0452269,Auto Roulette (Evolution),31,Preto,Impar,2026-09-26 00:08:33,2026-09-26T03:07:51.677Z,2026-09-26T03:08:33.085Z,
tm-01a0dbaf-a380-708a-be87-e6bff23393cf,Immersive Roulette,8,Preto,Par,2026-09-26 00:08:36,,2026-09-26T03:08:36.096Z,
tm-01a0dbaf-d184-75d3-829c-6c9e99a89bf9,Roleta Ao Vivo,24,Preto,Par,2026-09-26 00:08:47,,2026-09-26T03:08:47.875Z,
tm-01a0dbaf-f0c5-72ef-87e9-e91864d75f47,Auto-Roulette VIP,30,Vermelho,Par,2026-09-26 00:08:55,,2026-09-26T03:08:55.876Z,
pp-18137850411,Auto Roulette (Pragmatic),24,Preto,Par,2026-09-26 00:08:56,,2026-09-26T03:08:56.000Z,
pp-18137850611,Auto Mega Roulette (Pragmatic),9,Vermelho,Impar,2026-09-26 00:09:03,,2026-09-26T03:09:03.000Z,3x150 13x100 28x100 33x50
pp-18137851111,Speed Auto Roulette (Pragmatic),13,Preto,Impar,2026-09-26 00:09:06,,2026-09-26T03:09:06.000Z,
6ab7375c8a93c122e0452272,Auto Roulette (Evolution),26,Preto,Par,2026-09-26 00:09:16,2026-09-26T03:08:36.196Z,2026-09-26T03:09:16.594Z,
tm-01a0dbb0-68ea-768f-b379-b947c938446e,Immersive Roulette,10,Preto,Par,2026-09-26 00:09:26,,2026-09-26T03:09:26.633Z,
pp-18137852211,Auto Roulette (Pragmatic),17,Preto,Impar,2026-09-26 00:09:32,,2026-09-26T03:09:32.000Z,
tm-01a0dbb0-805b-72ce-a5f3-6fe5d60e5d85,Roleta Ao Vivo,18,Vermelho,Par,2026-09-26 00:09:32,,2026-09-26T03:09:32.635Z,
pp-18137852611,Speed Auto Roulette (Pragmatic),10,Preto,Par,2026-09-26 00:09:38,,2026-09-26T03:09:38.000Z,
pp-18137852711,Auto Mega Roulette (Pragmatic),29,Preto,Impar,2026-09-26 00:09:46,,2026-09-26T03:09:46.000Z,8x100 11x150 13x50
tm-01a0dbb0-cfe8-7624-ae37-ec14780afa93,Auto-Roulette VIP,33,Preto,Impar,2026-09-26 00:09:52,,2026-09-26T03:09:52.999Z,
6ab737838a93c122e0452279,Auto Roulette (Evolution),18,Vermelho,Par,2026-09-26 00:09:55,2026-09-26T03:09:19.683Z,2026-09-26T03:09:55.597Z,
pp-18137853711,Auto Roulette (Pragmatic),19,Vermelho,Impar,2026-09-26 00:10:09,,2026-09-26T03:10:09.000Z,
pp-18137854111,Speed Auto Roulette (Pragmatic),32,Vermelho,Par,2026-09-26 00:10:11,,2026-09-26T03:10:11.000Z,
tm-01a0dbb1-21fc-71d5-8673-dcd9f5d7da15,Immersive Roulette,21,Vermelho,Impar,2026-09-26 00:10:14,,2026-09-26T03:10:14.012Z,
tm-01a0dbb1-398a-725f-bf9d-13e501cb3959,Roleta Ao Vivo,33,Preto,Impar,2026-09-26 00:10:20,,2026-09-26T03:10:20.014Z,
pp-18137854611,Auto Mega Roulette (Pragmatic),4,Preto,Par,2026-09-26 00:10:31,,2026-09-26T03:10:31.000Z,2x50 6x50
6ab737ae8a93c122e0452283,Auto Roulette (Evolution),29,Preto,Impar,2026-09-26 00:10:38,2026-09-26T03:09:58.686Z,2026-09-26T03:10:38.606Z,
pp-18137855411,Speed Auto Roulette (Pragmatic),33,Preto,Impar,2026-09-26 00:10:43,,2026-09-26T03:10:43.000Z,
pp-18137855511,Auto Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:10:49,,2026-09-26T03:10:49.000Z,
tm-01a0dbb1-b921-7648-9580-f9d499049269,Auto-Roulette VIP,2,Preto,Par,2026-09-26 00:10:52,,2026-09-26T03:10:52.634Z,
tm-01a0dbb1-da12-7497-99a2-cb078fc947fa,Immersive Roulette,34,Vermelho,Par,2026-09-26 00:11:01,,2026-09-26T03:11:01.138Z,
tm-01a0dbb1-e00c-7596-b59c-f4536219eef0,Roleta Ao Vivo,14,Vermelho,Par,2026-09-26 00:11:02,,2026-09-26T03:11:02.638Z,
pp-18137856311,Auto Mega Roulette (Pragmatic),3,Vermelho,Impar,2026-09-26 00:11:12,,2026-09-26T03:11:12.000Z,11x100 34x100 36x50
pp-18137856811,Speed Auto Roulette (Pragmatic),16,Vermelho,Par,2026-09-26 00:11:13,,2026-09-26T03:11:13.000Z,
6ab737d68a93c122e045228b,Auto Roulette (Evolution),29,Preto,Impar,2026-09-26 00:11:18,2026-09-26T03:10:41.690Z,2026-09-26T03:11:18.103Z,
pp-18137857411,Auto Roulette (Pragmatic),11,Preto,Impar,2026-09-26 00:11:28,,2026-09-26T03:11:28.000Z,
pp-18137858011,Speed Auto Roulette (Pragmatic),32,Vermelho,Par,2026-09-26 00:11:45,,2026-09-26T03:11:45.000Z,
tm-01a0dbb2-916f-768c-ba47-82e195583812,Roleta Ao Vivo,15,Preto,Impar,2026-09-26 00:11:48,,2026-09-26T03:11:48.079Z,
tm-01a0dbb2-993f-725f-ad4b-795f9fc06484,Immersive Roulette,30,Vermelho,Par,2026-09-26 00:11:50,,2026-09-26T03:11:50.078Z,
tm-01a0dbb2-a8e1-763f-90ea-18daa6eaed9a,Auto-Roulette VIP,36,Vermelho,Par,2026-09-26 00:11:54,,2026-09-26T03:11:54.080Z,
pp-18137858211,Auto Mega Roulette (Pragmatic),0,Verde,,2026-09-26 00:11:55,,2026-09-26T03:11:55.000Z,19x50 23x100
6ab737ff8a93c122e0452293,Auto Roulette (Evolution),8,Preto,Par,2026-09-26 00:11:59,2026-09-26T03:11:21.188Z,2026-09-26T03:11:59.595Z,
pp-18137859011,Auto Roulette (Pragmatic),1,Vermelho,Impar,2026-09-26 00:12:06,,2026-09-26T03:12:06.000Z,
pp-18137859811,Speed Auto Roulette (Pragmatic),1,Vermelho,Impar,2026-09-26 00:12:20,,2026-09-26T03:12:20.000Z,
tm-01a0dbb3-2d0f-70e8-9d17-9feb06a8675a,Roleta Ao Vivo,25,Vermelho,Impar,2026-09-26 00:12:27,,2026-09-26T03:12:27.917Z,
pp-18137860111,Auto Mega Roulette (Pragmatic),26,Preto,Par,2026-09-26 00:12:37,,2026-09-26T03:12:37.000Z,21x100 23x200 26x50 33x100 35x100
tm-01a0dbb3-562f-711a-a4d7-0571bb945c31,Immersive Roulette,11,Preto,Impar,2026-09-26 00:12:38,,2026-09-26T03:12:38.447Z,
6ab7382b8a93c122e045229b,Auto Roulette (Evolution),1,Vermelho,Impar,2026-09-26 00:12:43,2026-09-26T03:12:02.677Z,2026-09-26T03:12:43.643Z,
pp-18137860611,Auto Roulette (Pragmatic),28,Preto,Par,2026-09-26 00:12:45,,2026-09-26T03:12:45.000Z,
pp-18137861211,Speed Auto Roulette (Pragmatic),27,Vermelho,Impar,2026-09-26 00:12:51,,2026-09-26T03:12:51.000Z,
tm-01a0dbb3-9311-710e-9537-beb4edf7a5e0,Auto-Roulette VIP,35,Preto,Impar,2026-09-26 00:12:54,,2026-09-26T03:12:54.033Z,
tm-01a0dbb3-ccbc-732f-b40d-44195e9ade33,Roleta Ao Vivo,21,Vermelho,Impar,2026-09-26 00:13:08,,2026-09-26T03:13:08.795Z,
pp-18137862111,Auto Mega Roulette (Pragmatic),22,Preto,Par,2026-09-26 00:13:19,,2026-09-26T03:13:19.000Z,27x100 30x50
pp-18137862411,Auto Roulette (Pragmatic),31,Preto,Impar,2026-09-26 00:13:23,,2026-09-26T03:13:23.000Z,
pp-18137862811,Speed Auto Roulette (Pragmatic),22,Preto,Par,2026-09-26 00:13:25,,2026-09-26T03:13:25.000Z,
6ab738578a93c122e04522a5,Auto Roulette (Evolution),33,Preto,Impar,2026-09-26 00:13:27,2026-09-26T03:12:46.712Z,2026-09-26T03:13:27.090Z,
tm-01a0dbb4-412a-70a6-8458-ab075827e64c,Immersive Roulette,23,Vermelho,Impar,2026-09-26 00:13:38,,2026-09-26T03:13:38.601Z,
tm-01a0dbb4-7529-7541-93e9-0f2acc47efa2,Roleta Ao Vivo,7,Vermelho,Impar,2026-09-26 00:13:51,,2026-09-26T03:13:51.913Z,
tm-01a0dbb4-84ca-7349-8b00-e5a50a5f67cc,Auto-Roulette VIP,25,Vermelho,Impar,2026-09-26 00:13:55,,2026-09-26T03:13:55.913Z,
pp-18137864211,Speed Auto Roulette (Pragmatic),4,Preto,Par,2026-09-26 00:13:57,,2026-09-26T03:13:57.000Z,
pp-18137864011,Auto Mega Roulette (Pragmatic),6,Preto,Par,2026-09-26 00:13:58,,2026-09-26T03:13:58.000Z,10x150 19x100 21x100 23x100
pp-18137864311,Auto Roulette (Pragmatic),16,Vermelho,Par,2026-09-26 00:14:03,,2026-09-26T03:14:03.000Z,
6ab7387d8a93c122e04522ae,Auto Roulette (Evolution),34,Vermelho,Par,2026-09-26 00:14:05,2026-09-26T03:13:30.206Z,2026-09-26T03:14:05.117Z,
tm-01a0dbb4-f8e1-74c9-b22a-09d26d2b8fe9,Immersive Roulette,29,Preto,Impar,2026-09-26 00:14:25,,2026-09-26T03:14:25.607Z,
pp-18137865411,Speed Auto Roulette (Pragmatic),24,Preto,Par,2026-09-26 00:14:30,,2026-09-26T03:14:30.000Z,
tm-01a0dbb5-282d-765d-a0c0-6bf22fcf853d,Roleta Ao Vivo,0,Verde,,2026-09-26 00:14:37,,2026-09-26T03:14:37.741Z,
pp-18137866111,Auto Roulette (Pragmatic),22,Preto,Par,2026-09-26 00:14:39,,2026-09-26T03:14:39.000Z,
pp-18137865711,Auto Mega Roulette (Pragmatic),25,Vermelho,Impar,2026-09-26 00:14:40,,2026-09-26T03:14:40.000Z,24x400 29x50 30x100
tm-01a0dbb5-771a-7329-9372-282d60b34477,Auto-Roulette VIP,30,Vermelho,Par,2026-09-26 00:14:57,,2026-09-26T03:14:57.946Z,
pp-18137866811,Speed Auto Roulette (Pragmatic),4,Preto,Par,2026-09-26 00:15:04,,2026-09-26T03:15:04.000Z,
tm-01a0dbb5-ba6e-742f-9397-c9cb47ef6230,Immersive Roulette,19,Vermelho,Impar,2026-09-26 00:15:15,,2026-09-26T03:15:15.181Z,
pp-18137867511,Auto Roulette (Pragmatic),22,Preto,Par,2026-09-26 00:15:17,,2026-09-26T03:15:17.000Z,
pp-18137867611,Auto Mega Roulette (Pragmatic),23,Vermelho,Impar,2026-09-26 00:15:20,,2026-09-26T03:15:20.000Z,5x100 9x100 14x50
tm-01a0dbb5-e953-736e-9f0a-c5ed402ddacd,Roleta Ao Vivo,16,Vermelho,Par,2026-09-26 00:15:27,,2026-09-26T03:15:27.187Z,
pp-18137868311,Speed Auto Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:15:37,,2026-09-26T03:15:37.000Z,
tm-01a0dbb6-53db-736b-aa9a-6433da24d2f7,Auto-Roulette VIP,18,Vermelho,Par,2026-09-26 00:15:54,,2026-09-26T03:15:54.395Z,
pp-18137869111,Auto Roulette (Pragmatic),13,Preto,Impar,2026-09-26 00:15:56,,2026-09-26T03:15:56.000Z,
pp-18137869311,Auto Mega Roulette (Pragmatic),18,Vermelho,Par,2026-09-26 00:16:02,,2026-09-26T03:16:02.000Z,3x150 27x50
tm-01a0dbb6-72dc-77ae-958b-5f0cde6ab957,Immersive Roulette,21,Vermelho,Impar,2026-09-26 00:16:02,,2026-09-26T03:16:02.395Z,
6ab738f68a93c122e04522c6,Auto Roulette (Evolution),2,Preto,Par,2026-09-26 00:16:06,2026-09-26T03:15:28.772Z,2026-09-26T03:16:06.598Z,
pp-18137869811,Speed Auto Roulette (Pragmatic),27,Vermelho,Impar,2026-09-26 00:16:09,,2026-09-26T03:16:09.000Z,
tm-01a0dbb6-b7eb-7183-809c-a30cbecec266,Roleta Ao Vivo,11,Preto,Impar,2026-09-26 00:16:20,,2026-09-26T03:16:20.075Z,
pp-18137870911,Auto Roulette (Pragmatic),16,Vermelho,Par,2026-09-26 00:16:34,,2026-09-26T03:16:34.000Z,
pp-18137871311,Speed Auto Roulette (Pragmatic),25,Vermelho,Impar,2026-09-26 00:16:42,,2026-09-26T03:16:42.000Z,
pp-18137871111,Auto Mega Roulette (Pragmatic),24,Preto,Par,2026-09-26 00:16:46,,2026-09-26T03:16:46.000Z,20x250 34x200
6ab739208a93c122e04522d0,Auto Roulette (Evolution),28,Preto,Par,2026-09-26 00:16:48,2026-09-26T03:16:09.707Z,2026-09-26T03:16:48.088Z,
tm-01a0dbb7-2eeb-734f-a484-e82a9de900f6,Immersive Roulette,29,Preto,Impar,2026-09-26 00:16:50,,2026-09-26T03:16:50.539Z,
tm-01a0dbb7-36bc-74c3-a075-74131e5d759b,Auto-Roulette VIP,0,Verde,,2026-09-26 00:16:52,,2026-09-26T03:16:52.539Z,
tm-01a0dbb7-6fda-722e-81f9-8e9bfb80eec9,Roleta Ao Vivo,12,Vermelho,Par,2026-09-26 00:17:07,,2026-09-26T03:17:07.140Z,
pp-18137872611,Auto Roulette (Pragmatic),31,Preto,Impar,2026-09-26 00:17:11,,2026-09-26T03:17:11.000Z,
pp-18137872711,Speed Auto Roulette (Pragmatic),19,Vermelho,Impar,2026-09-26 00:17:17,,2026-09-26T03:17:17.000Z,
pp-18137873111,Auto Mega Roulette (Pragmatic),4,Preto,Par,2026-09-26 00:17:26,,2026-09-26T03:17:26.000Z,9x150 34x50
6ab7394a8a93c122e04522d9,Auto Roulette (Evolution),23,Vermelho,Impar,2026-09-26 00:17:30,2026-09-26T03:16:51.210Z,2026-09-26T03:17:30.602Z,
tm-01a0dbb7-f0a6-76ef-bbd0-45317d0cee7d,Immersive Roulette,7,Vermelho,Impar,2026-09-26 00:17:40,,2026-09-26T03:17:40.133Z,
pp-18137874311,Auto Roulette (Pragmatic),28,Preto,Par,2026-09-26 00:17:48,,2026-09-26T03:17:48.000Z,
pp-18137874511,Speed Auto Roulette (Pragmatic),36,Vermelho,Par,2026-09-26 00:17:49,,2026-09-26T03:17:49.000Z,
tm-01a0dbb8-2358-73af-b59d-77acb80eee8b,Auto-Roulette VIP,20,Preto,Par,2026-09-26 00:17:53,,2026-09-26T03:17:53.111Z,
tm-01a0dbb8-3aca-740a-87db-9e559a8256ee,Roleta Ao Vivo,30,Vermelho,Par,2026-09-26 00:17:59,,2026-09-26T03:17:59.113Z,
pp-18137874811,Auto Mega Roulette (Pragmatic),19,Vermelho,Impar,2026-09-26 00:18:08,,2026-09-26T03:18:08.000Z,0x100 5x50 32x50
